None
Data loaded | train: 200 | val: 40 | test: 60 | split: splitdefault

============================================================
Model: AE3dFCDeep_VAE | latent_dim: 8
============================================================
Training AE3dFCDeep_VAE | device=cuda | batch_size=1 | patience=30 | max_epochs=300
Epoch 1/300 | train: 0.132272 | val: 0.068251 | lr: 5.00e-05 ✓ best
Epoch 90/300 | train: 0.001079 | val: 0.000864 | lr: 7.81e-07 (no improvement for 14 epochs)
Epoch 91/300 | train: 0.001083 | val: 0.000873 | lr: 7.81e-07 (no improvement for 15 epochs)
Epoch 92/300 | train: 0.001074 | val: 0.000846 | lr: 7.81e-07 (no improvement for 16 epochs)
Epoch 93/300 | train: 0.001081 | val: 0.000867 | lr: 7.81e-07 (no improvement for 17 epochs)
Epoch 94/300 | train: 0.001080 | val: 0.000868 | lr: 7.81e-07 (no improvement for 18 epochs)
Epoch 95/300 | train: 0.001080 | val: 0.000885 | lr: 7.81e-07 (no improvement for 19 epochs)
Epoch 96/300 | train: 0.001078 | val: 0.000859 | lr: 7.81e-07 (no improvement for 20 epochs)
Epoch 97/300 | train: 0.001076 | val: 0.000869 | lr: 3.91e-07 (no improvement for 21 epochs)
Epoch 98/300 | train: 0.001075 | val: 0.000865 | lr: 3.91e-07 (no improvement for 22 epochs)
Epoch 99/300 | train: 0.001075 | val: 0.000891 | lr: 3.91e-07 (no improvement for 23 epochs)
Epoch 100/300 | train: 0.001078 | val: 0.000865 | lr: 3.91e-07 (no improvement for 24 epochs)
Epoch 101/300 | train: 0.001078 | val: 0.000868 | lr: 3.91e-07 (no improvement for 25 epochs)
Epoch 102/300 | train: 0.001075 | val: 0.000868 | lr: 3.91e-07 (no improvement for 26 epochs)
Epoch 103/300 | train: 0.001078 | val: 0.000867 | lr: 3.91e-07 (no improvement for 27 epochs)
Epoch 104/300 | train: 0.001077 | val: 0.000868 | lr: 1.95e-07 (no improvement for 28 epochs)
Epoch 105/300 | train: 0.001073 | val: 0.000865 | lr: 1.95e-07 (no improvement for 29 epochs)
Epoch 106/300 | train: 0.001074 | val: 0.000864 | lr: 1.95e-07 (no improvement for 30 epochs)

Early stopping at epoch 106. Best epoch: 76 (val loss: 0.000832).
Loss plot saved: /home/renku/work/SDSC-IRM/results/0_tempo/AE_AE3dFCDeep_VAE_200patients_splitdefault_240dims_aiagent_existing_AE3dFCDeep_VAE_train_val_loss.png
